Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score,Stress_Num,Risk_Index,Risk_Level,En_Riesgo,Usage_Level,Sleep_Deficit,Unlocks_Per_Hour,Study_Usage_Ratio
22,Male,Other,Undergraduate,YouTube,Education,6.4,203,3.2,1.6,7.0,High,6.5,2,0.601,Medio,False,Muy alto,False,31.7,0.5
21,Male,USA,Undergraduate,Facebook,Networking,6.4,203,0.9,0.7,5.5,Very High,5.5,3,0.866,Alto,True,Muy alto,True,31.7,0.14
22,Male,Australia,Undergraduate,Facebook,Networking,8.1,228,1.0,1.5,5.0,Very High,5.5,3,0.861,Alto,True,Muy alto,True,28.1,0.12
22,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.8,150,3.8,1.2,6.0,High,4.8,2,0.673,Medio,False,Moderado,False,31.2,0.79
24,Male,Other,Graduate,Snapchat,Entertainment,3.5,112,4.9,3.2,7.3,Medium,8.2,1,0.321,Bajo,False,Bajo,False,32.0,1.4
20,Male,Spain,Undergraduate,Facebook,Networking,6.6,211,1.0,0.9,5.9,Very High,4.5,3,0.919,Alto,True,Muy alto,True,32.0,0.15
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,2.2,93,6.1,2.8,9.7,Low,7.9,0,0.176,Bajo,False,Bajo,False,42.3,2.77
20,Male,Other,Undergraduate,LinkedIn,Education,7.9,227,0.9,0.5,4.5,Very High,5.0,3,0.894,Alto,True,Muy alto,True,28.7,0.11
19,Female,Brazil,Undergraduate,WhatsApp,Entertainment,6.2,200,2.0,1.3,6.5,High,6.0,2,0.68,Medio,False,Alto,False,32.3,0.32
24,Male,Other,Graduate,Snapchat,Entertainment,6.0,204,1.4,2.5,4.7,High,5.0,2,0.762,Medio,False,Alto,True,34.0,0.23
18,Female,Mexico,High School,Instagram,Entertainment,7.0,203,2.4,1.7,5.4,Very High,5.0,3,0.831,Alto,True,Muy alto,True,29.0,0.34
22,Male,Other,Undergraduate,Instagram,Entertainment,1.8,101,6.5,2.2,7.4,Medium,8.1,1,0.259,Bajo,False,Bajo,False,56.1,3.61
24,Male,Other,Graduate,Snapchat,Entertainment,2.8,115,5.1,1.2,8.6,Medium,7.3,1,0.364,Bajo,False,Bajo,False,41.1,1.82
21,Male,Other,Undergraduate,Facebook,Networking,5.9,193,1.4,1.2,6.0,Very High,6.7,3,0.776,Alto,True,Alto,False,32.7,0.24
19,Female,India,Undergraduate,WhatsApp,Education,6.5,231,1.1,1.5,6.1,Very High,5.1,3,0.88,Alto,True,Muy alto,False,35.5,0.17
23,Female,Other,Graduate,TikTok,Entertainment,6.4,213,1.3,1.3,5.8,Very High,4.2,3,0.924,Alto,True,Muy alto,True,33.3,0.2
22,Male,Other,Undergraduate,Instagram,Entertainment,4.4,176,3.1,1.7,6.2,High,6.9,2,0.582,Medio,False,Moderado,False,40.0,0.7
20,Male,Other,Undergraduate,LinkedIn,Education,2.0,89,5.1,3.0,7.4,Low,7.6,0,0.236,Bajo,False,Bajo,False,44.5,2.55
18,Male,Other,High School,LinkedIn,Education,7.4,242,1.2,0.7,5.1,Very High,4.0,3,0.939,Alto,True,Muy alto,True,32.7,0.16
23,Male,Germany,Graduate,TikTok,Entertainment,3.2,106,6.0,3.0,8.9,Low,7.6,0,0.198,Bajo,False,Bajo,False,33.1,1.88
18,Male,Other,High School,Snapchat,Entertainment,5.7,172,1.9,1.6,6.4,High,6.0,2,0.684,Medio,False,Alto,False,30.2,0.33
20,Male,Russia,Undergraduate,Instagram,Entertainment,7.0,213,0.7,0.9,5.7,Very High,4.0,3,0.96,Alto,True,Muy alto,True,30.4,0.1
19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.2,138,3.8,1.7,7.5,High,7.1,2,0.541,Medio,False,Moderado,False,32.9,0.9
22,Male,New Zealand,Undergraduate,Instagram,Entertainment,4.3,162,4.1,1.1,7.6,Low,7.2,0,0.3,Bajo,False,Moderado,False,37.7,0.95
24,Male,Sweden,Graduate,LinkedIn,Education,1.9,112,7.3,2.8,7.8,Low,7.9,0,0.126,Bajo,False,Bajo,False,58.9,3.84
21,Male,UK,Undergraduate,TikTok,Entertainment,4.8,151,2.9,1.4,6.4,High,6.2,2,0.63,Medio,False,Moderado,False,31.5,0.6
18,Male,Other,High School,Snapchat,Entertainment,6.4,194,0.9,1.2,4.9,Very High,5.4,3,0.871,Alto,True,Muy alto,True,30.3,0.14
19,Female,Other,Undergraduate,Facebook,Networking,4.1,154,3.4,3.2,6.9,High,6.7,2,0.581,Medio,False,Moderado,False,37.6,0.83
23,Female,Other,Graduate,Facebook,Networking,7.8,251,1.2,0.6,5.4,Very High,4.7,3,0.899,Alto,True,Muy alto,True,32.2,0.15
20,Male,Cyprus,Undergraduate,Facebook,Networking,3.9,139,4.3,2.0,6.8,High,7.0,2,0.526,Medio,False,Moderado,False,35.6,1.1
18,Male,Other,High School,Instagram,Entertainment,7.6,221,0.5,2.4,5.4,Very High,5.5,3,0.882,Alto,True,Muy alto,True,29.1,0.07
20,Female,Other,Undergraduate,Twitter,News,6.4,227,1.4,1.5,5.2,High,5.7,2,0.722,Medio,False,Muy alto,True,35.5,0.22
21,Female,USA,Undergraduate,Snapchat,Entertainment,5.6,181,3.0,0.6,5.4,High,6.3,2,0.621,Medio,False,Alto,True,32.3,0.54
18,Male,Other,High School,TikTok,Entertainment,8.0,250,1.1,1.7,5.7,Very High,4.5,3,0.915,Alto,True,Muy alto,True,31.2,0.14
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.3,182,3.3,2.3,7.1,Medium,7.1,1,0.451,Bajo,False,Moderado,False,42.3,0.77
21,Female,Turkey,Undergraduate,TikTok,Entertainment,7.0,234,1.3,1.6,6.2,Very High,5.0,3,0.878,Alto,True,Muy alto,False,33.4,0.19
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.3,140,3.4,1.2,7.4,High,5.7,2,0.638,Medio,False,Moderado,False,32.6,0.79
21,Female,Germany,Undergraduate,Facebook,Networking,4.5,142,3.9,1.9,6.7,High,6.4,2,0.577,Medio,False,Moderado,False,31.6,0.87
20,Male,India,Undergraduate,LinkedIn,Education,7.3,225,1.0,1.1,5.5,Very High,5.4,3,0.867,Alto,True,Muy alto,True,30.8,0.14
23,Male,Other,Graduate,TikTok,Entertainment,3.1,139,4.8,1.7,8.6,Medium,7.3,1,0.376,Bajo,False,Bajo,False,44.8,1.55
22,Male,Other,Undergraduate,Facebook,Networking,4.3,155,3.7,2.0,6.1,High,6.6,2,0.574,Medio,False,Moderado,False,36.0,0.86
20,Female,Australia,Undergraduate,Instagram,Entertainment,4.5,157,3.8,1.8,7.5,High,6.8,2,0.558,Medio,False,Moderado,False,34.9,0.84
18,Male,Belgium,High School,TikTok,Entertainment,4.9,182,1.3,1.8,5.4,Very High,5.1,3,0.872,Alto,True,Moderado,True,37.1,0.27
22,Male,Malaysia,Undergraduate,WhatsApp,Networking,5.9,178,3.4,0.8,6.7,Medium,6.0,1,0.51,Medio,False,Alto,False,30.2,0.58
20,Female,Other,Undergraduate,Facebook,Networking,6.4,220,1.3,1.3,5.9,Very High,4.4,3,0.912,Alto,True,Muy alto,True,34.4,0.2
21,Male,Maldives,Undergraduate,TikTok,Entertainment,5.7,169,2.7,1.9,6.2,High,5.7,2,0.668,Medio,False,Alto,False,29.6,0.47
20,Female,Finland,Undergraduate,Instagram,Entertainment,4.7,160,3.0,1.2,7.3,High,6.7,2,0.598,Medio,False,Moderado,False,34.0,0.64
23,Male,Canada,Graduate,Instagram,Entertainment,5.5,182,2.6,1.1,6.7,High,5.7,2,0.672,Medio,False,Alto,False,33.1,0.47
20,Female,USA,Undergraduate,Twitter,News,4.9,176,1.5,2.0,6.5,High,7.2,2,0.632,Medio,False,Moderado,False,35.9,0.31
19,Female,Japan,Undergraduate,LINE,News,2.8,126,4.4,2.4,8.5,Medium,8.1,1,0.347,Bajo,False,Bajo,False,45.0,1.57
18,Female,Other,High School,LinkedIn,Education,4.9,177,2.6,2.4,6.5,High,6.2,2,0.643,Medio,False,Moderado,False,36.1,0.53
21,Male,Turkey,Undergraduate,Instagram,Entertainment,5.2,168,3.1,1.6,7.1,Very High,5.8,3,0.756,Medio,False,Alto,False,32.3,0.6
19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.4,135,3.4,2.2,7.3,Medium,7.0,1,0.452,Bajo,False,Moderado,False,30.7,0.77
23,Male,Sri Lanka,Graduate,LinkedIn,Education,2.3,107,4.6,2.4,7.4,Low,8.0,0,0.233,Bajo,False,Bajo,False,46.5,2.0
22,Male,Mexico,Undergraduate,WhatsApp,News,5.7,191,1.6,1.1,6.5,High,5.7,2,0.714,Medio,False,Alto,False,33.5,0.28
22,Male,India,Undergraduate,Twitter,News,5.5,182,1.7,1.1,7.3,High,6.9,2,0.641,Medio,False,Alto,False,33.1,0.31
21,Female,Other,Undergraduate,Instagram,Entertainment,5.4,177,1.0,1.3,5.3,Very High,5.0,3,0.89,Alto,True,Alto,True,32.8,0.19
24,Male,Other,Graduate,LinkedIn,Education,4.1,131,4.4,1.7,7.4,Low,8.8,0,0.196,Bajo,False,Moderado,False,32.0,1.07
22,Male,Denmark,Undergraduate,Facebook,Networking,3.7,138,2.2,2.2,7.8,Medium,7.8,1,0.457,Bajo,False,Bajo,False,37.3,0.59
18,Male,Australia,High School,Facebook,Networking,4.5,144,3.6,2.6,6.2,Medium,6.4,1,0.478,Bajo,False,Moderado,False,32.0,0.8
19,Female,Qatar,Undergraduate,TikTok,Entertainment,5.1,150,1.1,0.8,5.4,High,6.2,2,0.706,Medio,False,Alto,True,29.4,0.22
18,Male,India,High School,Instagram,Entertainment,6.8,195,1.3,1.3,4.5,Very High,4.1,3,0.929,Alto,True,Muy alto,True,28.7,0.19
19,Female,Spain,Undergraduate,Instagram,Entertainment,3.8,145,4.0,1.3,8.1,High,6.2,2,0.584,Medio,False,Bajo,False,38.2,1.05
21,Female,Germany,Undergraduate,YouTube,Education,3.9,141,5.1,1.6,8.4,Low,8.9,0,0.161,Bajo,False,Moderado,False,36.2,1.31
20,Female,Netherlands,Undergraduate,Snapchat,Entertainment,5.0,176,3.5,1.8,5.9,High,6.0,2,0.617,Medio,False,Moderado,True,35.2,0.7
19,Male,Other,Undergraduate,TikTok,Entertainment,6.1,209,1.3,0.9,4.8,Very High,4.6,3,0.901,Alto,True,Alto,True,34.3,0.21
21,Male,Georgia,Undergraduate,LinkedIn,Education,2.9,135,4.2,2.4,7.3,Low,7.8,0,0.262,Bajo,False,Bajo,False,46.6,1.45
19,Female,Other,Undergraduate,Facebook,Networking,5.2,186,3.3,2.5,6.6,High,6.5,2,0.596,Medio,False,Alto,False,35.8,0.63
24,Male,India,Graduate,Facebook,Networking,3.7,142,3.1,3.2,6.0,Medium,6.9,1,0.471,Bajo,False,Bajo,False,38.4,0.84
19,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.6,159,3.7,1.2,9.2,Medium,7.2,1,0.428,Bajo,False,Moderado,False,34.6,0.8
22,Male,Russia,Undergraduate,VKontakte,Education,3.6,157,5.8,1.6,7.7,Medium,6.8,1,0.363,Bajo,False,Bajo,False,43.6,1.61
21,Male,Canada,Undergraduate,Instagram,Entertainment,5.0,181,1.7,1.8,7.1,High,6.2,2,0.681,Medio,False,Moderado,False,36.2,0.34
20,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.3,158,3.4,2.9,8.4,Medium,6.7,1,0.47,Bajo,False,Moderado,False,36.7,0.79
18,Male,Other,High School,Instagram,Entertainment,3.5,119,3.5,1.5,6.2,Medium,6.8,1,0.46,Bajo,False,Bajo,False,34.0,1.0
20,Male,Nepal,Undergraduate,Facebook,Networking,4.5,144,3.9,1.3,7.5,High,7.3,2,0.525,Medio,False,Moderado,False,32.0,0.87
24,Male,Other,Graduate,Snapchat,Entertainment,6.7,219,3.6,0.7,5.3,Very High,5.1,3,0.775,Alto,True,Muy alto,True,32.7,0.54
22,Male,Venezuela,Undergraduate,Facebook,Networking,3.2,120,4.5,2.9,6.7,Medium,7.2,1,0.395,Bajo,False,Bajo,False,37.5,1.41
19,Male,Uzbekistan,Undergraduate,TikTok,Entertainment,5.5,198,1.5,1.2,5.5,Very High,5.0,3,0.869,Alto,True,Alto,True,36.0,0.27
20,Female,Nepal,Undergraduate,TikTok,Entertainment,6.1,193,2.3,0.6,4.8,Very High,5.9,3,0.784,Alto,True,Alto,True,31.6,0.38
20,Female,Australia,Undergraduate,Facebook,Networking,3.9,168,3.7,1.2,7.4,Low,6.8,0,0.34,Bajo,False,Moderado,False,43.1,0.95
24,Female,Other,Graduate,YouTube,Education,7.3,246,0.8,0.5,5.8,Very High,4.6,3,0.922,Alto,True,Muy alto,True,33.7,0.11
21,Female,Maldives,Undergraduate,Instagram,Entertainment,3.2,111,4.6,2.8,8.9,Medium,7.8,1,0.356,Bajo,False,Bajo,False,34.7,1.44
19,Female,Other,Undergraduate,LinkedIn,Education,6.0,202,0.9,2.0,5.5,High,3.7,2,0.858,Alto,True,Alto,True,33.7,0.15
19,Male,Other,Undergraduate,LinkedIn,Education,3.1,136,3.4,2.2,8.8,Medium,8.4,1,0.372,Bajo,False,Bajo,False,43.9,1.1
20,Female,France,Undergraduate,Instagram,Entertainment,3.1,122,4.3,2.4,8.6,Low,7.0,0,0.304,Bajo,False,Bajo,False,39.4,1.39
23,Female,Italy,Graduate,Twitter,News,4.4,161,3.7,1.3,7.2,High,7.4,2,0.528,Medio,False,Moderado,False,36.6,0.84
18,Male,Other,High School,LinkedIn,Education,6.9,219,1.0,1.5,6.1,Very High,4.7,3,0.907,Alto,True,Muy alto,False,31.7,0.14
19,Female,Japan,Undergraduate,LINE,Education,3.6,143,5.3,2.6,8.1,Medium,8.3,1,0.298,Bajo,False,Bajo,False,39.7,1.47
21,Female,Maldives,Undergraduate,Instagram,Entertainment,3.7,156,6.0,3.1,8.1,Medium,8.0,1,0.286,Bajo,False,Bajo,False,42.2,1.62
21,Male,Australia,Undergraduate,Instagram,Entertainment,5.4,198,4.1,1.7,7.8,Medium,6.8,1,0.435,Bajo,False,Alto,False,36.7,0.76
23,Female,Germany,Graduate,Instagram,Entertainment,6.7,226,2.6,1.0,4.6,Very High,5.9,3,0.771,Alto,True,Muy alto,True,33.7,0.39
20,Female,Germany,Undergraduate,Snapchat,Entertainment,8.4,244,0.7,1.1,5.0,Very High,3.7,3,0.977,Alto,True,Muy alto,True,29.0,0.08
22,Male,Bangladesh,Undergraduate,Facebook,Networking,4.7,172,3.2,2.4,6.7,High,4.6,2,0.71,Medio,False,Moderado,False,36.6,0.68
22,Female,Other,Undergraduate,YouTube,Education,4.9,140,3.6,1.2,6.5,Medium,6.1,1,0.496,Medio,False,Moderado,False,28.6,0.73
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.4,168,3.3,2.3,7.8,High,6.0,2,0.625,Medio,False,Moderado,False,38.2,0.75
19,Female,Ireland,Undergraduate,Instagram,Entertainment,3.6,120,4.5,1.7,8.8,Low,7.0,0,0.295,Bajo,False,Bajo,False,33.3,1.25
22,Male,Nepal,Undergraduate,Facebook,Networking,4.1,128,4.1,2.5,7.8,Medium,6.9,1,0.429,Bajo,False,Moderado,False,31.2,1.0
19,Male,India,Undergraduate,Facebook,Networking,3.8,120,3.8,1.6,8.9,Medium,7.7,1,0.395,Bajo,False,Bajo,False,31.6,1.0
21,Male,Italy,Undergraduate,Instagram,Entertainment,5.5,186,2.4,3.4,6.9,High,4.7,2,0.738,Medio,False,Alto,False,33.8,0.44
22,Male,Australia,Undergraduate,YouTube,Education,6.4,210,1.0,2.3,5.6,Very High,5.0,3,0.89,Alto,True,Muy alto,True,32.8,0.16
19,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.1,106,4.1,1.3,8.6,Medium,8.4,1,0.343,Bajo,False,Bajo,False,34.2,1.32
22,Male,Poland,Undergraduate,Facebook,Networking,4.0,151,4.6,2.6,8.3,Medium,6.7,1,0.419,Bajo,False,Moderado,False,37.8,1.15
18,Female,Other,High School,YouTube,Education,7.6,244,1.0,1.8,5.8,Very High,4.6,3,0.913,Alto,True,Muy alto,True,32.1,0.13
22,Male,Australia,Undergraduate,Snapchat,Entertainment,5.7,189,0.8,1.2,7.5,High,7.0,2,0.673,Medio,False,Alto,False,33.2,0.14
18,Male,Other,High School,Snapchat,Entertainment,6.9,220,1.3,1.6,5.7,Very High,5.1,3,0.872,Alto,True,Muy alto,True,31.9,0.19
20,Female,Other,Undergraduate,YouTube,Education,5.5,207,2.2,0.0,5.1,Very High,5.7,3,0.8,Alto,True,Alto,True,37.6,0.4
21,Female,India,Undergraduate,YouTube,Education,7.0,233,1.0,1.1,5.1,Very High,4.9,3,0.896,Alto,True,Muy alto,True,33.3,0.14
22,Female,Spain,Undergraduate,TikTok,Entertainment,6.4,210,1.7,0.9,6.0,Very High,5.0,3,0.861,Alto,True,Muy alto,False,32.8,0.27
21,Male,Canada,Undergraduate,YouTube,Education,3.6,146,5.5,1.3,9.0,Low,8.5,0,0.167,Bajo,False,Bajo,False,40.6,1.53
20,Male,Other,Undergraduate,Snapchat,Entertainment,1.9,86,5.6,1.9,8.5,Low,7.4,0,0.226,Bajo,False,Bajo,False,45.3,2.95
19,Female,Ireland,Undergraduate,Instagram,Entertainment,6.2,208,2.5,2.3,6.6,High,6.1,2,0.653,Medio,False,Alto,False,33.5,0.4
21,Female,USA,Undergraduate,Twitter,News,5.4,179,2.1,2.0,6.8,High,5.9,2,0.681,Medio,False,Alto,False,33.1,0.39
24,Male,USA,Graduate,Twitter,News,5.5,164,3.8,1.6,6.6,High,6.0,2,0.604,Medio,False,Alto,False,29.8,0.69
20,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.4,120,5.5,2.9,8.7,Low,8.0,0,0.196,Bajo,False,Bajo,False,35.3,1.62
21,Male,Malaysia,Undergraduate,WhatsApp,Education,5.8,173,1.2,1.5,6.5,High,5.8,2,0.725,Medio,False,Alto,False,29.8,0.21
20,Female,Other,Undergraduate,TikTok,Entertainment,3.4,121,3.5,1.9,8.4,Low,7.4,0,0.314,Bajo,False,Bajo,False,35.6,1.03
19,Male,India,Undergraduate,Facebook,Networking,3.5,120,4.2,1.6,8.7,Medium,8.2,1,0.35,Bajo,False,Bajo,False,34.3,1.2
19,Female,UAE,Undergraduate,Instagram,Entertainment,7.0,235,0.9,1.2,6.0,Very High,4.9,3,0.9,Alto,True,Muy alto,False,33.6,0.13
21,Male,Canada,Undergraduate,Twitter,News,1.8,92,6.0,2.2,8.7,Low,7.0,0,0.232,Bajo,False,Bajo,False,51.1,3.33
21,Female,Other,Undergraduate,TikTok,Entertainment,7.3,249,1.2,1.2,4.7,Very High,4.6,3,0.905,Alto,True,Muy alto,True,34.1,0.16
24,Female,Other,Graduate,LinkedIn,Education,3.6,140,4.6,3.1,8.5,Low,7.9,0,0.239,Bajo,False,Bajo,False,38.9,1.28
22,Female,Russia,Undergraduate,Instagram,Entertainment,6.7,195,1.0,1.2,6.0,High,3.9,2,0.842,Alto,True,Muy alto,False,29.1,0.15
21,Male,USA,Undergraduate,TikTok,Entertainment,5.7,176,1.4,1.3,5.5,High,5.1,2,0.757,Medio,False,Alto,True,30.9,0.25
20,Male,Other,Undergraduate,TikTok,Entertainment,6.6,209,2.3,1.8,5.2,Very High,5.1,3,0.83,Alto,True,Muy alto,True,31.7,0.35
21,Female,UK,Undergraduate,Twitter,News,6.2,211,1.1,1.7,6.1,Very High,5.1,3,0.88,Alto,True,Alto,False,34.0,0.18
20,Female,Maldives,Undergraduate,Instagram,Entertainment,3.8,151,2.3,2.7,8.6,Medium,7.9,1,0.447,Bajo,False,Bajo,False,39.7,0.61
23,Male,Canada,Graduate,Instagram,Entertainment,5.4,181,0.7,1.7,7.1,High,6.0,2,0.734,Medio,False,Alto,False,33.5,0.13
21,Male,Other,Undergraduate,Instagram,Entertainment,5.4,183,2.2,1.7,6.8,High,6.7,2,0.631,Medio,False,Alto,False,33.9,0.41
20,Male,Finland,Undergraduate,Facebook,Networking,4.6,143,3.8,1.6,7.3,High,7.2,2,0.535,Medio,False,Moderado,False,31.1,0.83
18,Male,Other,High School,Snapchat,Entertainment,7.1,241,2.0,1.4,4.6,Very High,5.3,3,0.831,Alto,True,Muy alto,True,33.9,0.28
22,Male,Denmark,Undergraduate,Facebook,Networking,3.0,117,4.8,2.7,8.6,Low,8.4,0,0.202,Bajo,False,Bajo,False,39.0,1.6
19,Male,Other,Undergraduate,Facebook,Networking,5.4,192,2.2,1.5,6.8,High,6.7,2,0.631,Medio,False,Alto,False,35.6,0.41
18,Male,Other,High School,Instagram,Entertainment,3.7,119,3.7,1.5,6.1,Medium,6.4,1,0.474,Bajo,False,Bajo,False,32.2,1.0
23,Male,Turkey,Graduate,Instagram,Entertainment,6.4,213,1.3,0.5,5.8,Very High,4.8,3,0.889,Alto,True,Muy alto,True,33.3,0.2
21,Female,India,Undergraduate,TikTok,Entertainment,3.8,149,2.8,2.5,6.1,High,6.9,2,0.594,Medio,False,Bajo,False,39.2,0.74
19,Female,Other,Undergraduate,LinkedIn,Education,4.7,169,4.0,1.7,7.1,High,6.7,2,0.556,Medio,False,Moderado,False,36.0,0.85
23,Female,Other,Graduate,YouTube,Education,2.7,120,5.9,2.6,7.2,Medium,8.6,1,0.256,Bajo,False,Bajo,False,44.4,2.19
20,Female,South Korea,Undergraduate,KakaoTalk,Entertainment,4.7,162,5.0,1.6,7.1,High,6.0,2,0.554,Medio,False,Moderado,False,34.5,1.06
18,Female,UK,High School,LinkedIn,Education,4.4,163,5.1,2.0,7.0,High,5.9,2,0.555,Medio,False,Moderado,False,37.0,1.16
22,Female,Other,Undergraduate,TikTok,Entertainment,5.4,185,2.1,2.1,6.4,Medium,6.7,1,0.524,Medio,False,Alto,False,34.3,0.39
18,Male,Other,High School,Snapchat,Entertainment,6.0,212,2.6,2.0,5.1,Very High,5.2,3,0.812,Alto,True,Alto,True,35.3,0.43
21,Male,China,Undergraduate,WeChat,Education,4.3,138,3.8,2.4,8.3,High,7.0,2,0.547,Medio,False,Moderado,False,32.1,0.88
21,Female,Kazakhstan,Undergraduate,Snapchat,Entertainment,4.9,156,3.4,1.9,5.7,High,5.8,2,0.632,Medio,False,Moderado,True,31.8,0.69
19,Male,India,Undergraduate,LinkedIn,Education,5.6,170,1.0,1.8,7.3,High,6.7,2,0.681,Medio,False,Alto,False,30.4,0.18
22,Female,Germany,Undergraduate,Snapchat,Entertainment,6.8,194,1.3,1.3,4.9,Very High,5.4,3,0.855,Alto,True,Muy alto,True,28.5,0.19
22,Female,Other,Undergraduate,YouTube,Education,6.7,197,0.7,0.8,5.0,Very High,3.9,3,0.966,Alto,True,Muy alto,True,29.4,0.1
21,Male,Other,Undergraduate,Twitter,News,5.9,192,1.6,2.1,5.5,High,4.7,2,0.771,Alto,True,Alto,True,32.5,0.27
21,Male,Other,Undergraduate,Facebook,Networking,5.7,176,2.2,1.7,4.3,Very High,4.7,3,0.857,Alto,True,Alto,True,30.9,0.39
22,Male,India,Undergraduate,WhatsApp,News,5.8,198,3.1,1.3,6.3,High,5.0,2,0.691,Medio,False,Alto,False,34.1,0.53
24,Male,Other,Graduate,Snapchat,Entertainment,1.4,68,5.9,2.9,9.1,Low,7.2,0,0.225,Bajo,False,Bajo,False,48.6,4.21
20,Female,Other,Undergraduate,Instagram,Entertainment,1.8,111,7.3,3.1,8.1,Low,8.0,0,0.12,Bajo,False,Bajo,False,61.7,4.06
18,Male,India,High School,Instagram,Entertainment,6.7,195,0.9,1.8,4.9,Very High,4.0,3,0.952,Alto,True,Muy alto,True,29.1,0.13
21,Male,India,Undergraduate,Snapchat,Entertainment,2.6,107,4.4,2.5,7.3,Low,8.2,0,0.23,Bajo,False,Bajo,False,41.2,1.69
20,Female,Australia,Undergraduate,Instagram,Entertainment,4.2,141,3.9,1.6,7.4,High,7.2,2,0.531,Medio,False,Moderado,False,33.6,0.93
19,Female,Japan,Undergraduate,LINE,News,3.2,139,3.4,2.1,8.1,Low,8.1,0,0.278,Bajo,False,Bajo,False,43.4,1.06
21,Male,Georgia,Undergraduate,LinkedIn,Education,3.1,135,4.6,2.6,7.0,Low,8.0,0,0.233,Bajo,False,Bajo,False,43.5,1.48
20,Female,France,Undergraduate,Instagram,Entertainment,4.1,162,3.2,1.6,8.1,Medium,6.9,1,0.467,Bajo,False,Moderado,False,39.5,0.78
24,Male,Australia,Graduate,Snapchat,Entertainment,3.9,131,3.8,2.5,8.6,Medium,8.5,1,0.349,Bajo,False,Moderado,False,33.6,0.97
24,Female,Other,Graduate,Snapchat,Entertainment,5.9,202,2.6,2.2,6.8,High,6.5,2,0.626,Medio,False,Alto,False,34.2,0.44
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.8,164,2.3,1.8,7.3,High,6.1,2,0.661,Medio,False,Moderado,False,34.2,0.48
21,Male,Australia,Undergraduate,Instagram,Entertainment,6.0,198,4.4,1.3,7.2,Medium,7.0,1,0.41,Bajo,False,Alto,False,33.0,0.73
22,Female,Other,Undergraduate,TikTok,Entertainment,7.0,228,1.2,0.6,4.8,Very High,6.1,3,0.819,Alto,True,Muy alto,True,32.6,0.17
22,Male,India,Undergraduate,Facebook,Networking,3.3,140,3.8,2.0,8.8,Low,8.4,0,0.244,Bajo,False,Bajo,False,42.4,1.15
22,Female,Other,Undergraduate,Instagram,Entertainment,4.5,148,3.1,2.2,6.8,High,6.5,2,0.605,Medio,False,Moderado,False,32.9,0.69
23,Male,Other,Graduate,LinkedIn,Education,6.4,213,1.2,1.6,5.0,Very High,4.3,3,0.922,Alto,True,Muy alto,True,33.3,0.19
23,Female,Canada,Graduate,Snapchat,Entertainment,5.7,170,0.8,1.8,7.1,High,6.6,2,0.696,Medio,False,Alto,False,29.8,0.14
22,Male,Denmark,Undergraduate,Facebook,Networking,3.3,127,4.9,1.8,8.3,Medium,8.0,1,0.332,Bajo,False,Bajo,False,38.5,1.48
22,Female,UK,Undergraduate,Snapchat,Entertainment,4.1,135,4.5,1.4,6.5,Medium,6.1,1,0.458,Bajo,False,Moderado,False,32.9,1.1
22,Male,Pakistan,Undergraduate,Instagram,Entertainment,3.7,139,3.6,1.3,7.6,Medium,4.8,1,0.57,Medio,False,Bajo,False,37.6,0.97
22,Male,Mexico,Undergraduate,WhatsApp,Networking,6.9,219,1.2,1.6,5.5,Very High,5.7,3,0.842,Alto,True,Muy alto,True,31.7,0.17
18,Female,Other,High School,TikTok,Entertainment,3.7,114,3.8,2.0,7.0,Medium,6.5,1,0.464,Bajo,False,Bajo,False,30.8,1.03
23,Female,Taiwan,Graduate,LinkedIn,Education,2.6,95,6.4,3.0,7.3,Medium,7.8,1,0.281,Bajo,False,Bajo,False,36.5,2.46
20,Male,Russia,Undergraduate,Instagram,Entertainment,6.7,230,0.8,2.2,5.8,Very High,4.0,3,0.956,Alto,True,Muy alto,True,34.3,0.12
18,Female,USA,High School,Twitter,News,3.9,123,1.9,2.1,8.2,Medium,7.2,1,0.504,Medio,False,Moderado,False,31.5,0.49
20,Male,UK,Undergraduate,Instagram,Entertainment,7.7,223,1.1,1.2,5.3,Very High,5.1,3,0.88,Alto,True,Muy alto,True,29.0,0.14
23,Male,Other,Graduate,Twitter,News,8.4,241,1.3,1.0,5.8,Very High,5.0,3,0.878,Alto,True,Muy alto,True,28.7,0.15
21,Female,Other,Undergraduate,Facebook,Networking,3.2,135,3.9,1.8,8.1,Low,8.8,0,0.217,Bajo,False,Bajo,False,42.2,1.22
